나이성별,차량아이디,차량아이디_빈도수,scaled_차량아이디_빈도수
24,82,95,1.6453089244851258
70,106,39,1.2810188989317997
13,14,93,10.0
26,75,26,1.2440347071583513
73,84,248,7.946875
41,16,153,2.0347957639939485
30,103,56,1.7081545064377681
68,54,4,1.0190812720848057
21,97,181,3.7551020408163263
90,26,43,1.735408560311284
48,40,249,2.086131386861314
49,86,158,1.9320580474934037
70,110,32,1.2292522596548892
24,51,1204,9.25858123569794
24,123,115,1.7826086956521738
47,5,55,1.3087674714104194
50,76,140,1.7294460641399416
42,11,70,1.3932868904369853
45,53,143,1.7806963958460598
51,113,1558,9.999999999999998
52,95,392,4.2704460966542745
68,95,559,4.549116607773851
92,91,84,4.334821428571429
75,91,52,5.098214285714286
34,91,190,5.778089887640449
82,34,2,1.0633802816901408
44,113,763,3.1973726369753286
102,21,1,1.0
62,84,326,6.008561643835616
33,14,324,10.0
34,124,172,5.323033707865168
62,34,18,1.2619863013698631
27,146,1,1.0
24,110,38,1.2540045766590389
70,97,123,1.9022185702547247
46,73,178,1.687230371009491
73,86,46,2.265625
69,13,438,4.350085178875639
48,137,98,1.4248175182481753
73,16,56,2.546875
75,34,29,3.2500000000000004
43,88,121,1.4834377797672338
90,16,46,1.7879377431906613
69,26,92,1.6976149914821126
53,40,62,1.8742038216560508
67,136,83,1.637856525496975
45,35,222,2.215027489309713
69,123,25,1.183986371379898
43,34,118,1.4713518352730528
49,28,36,1.20778364116095
43,109,6,1.0201432408236348
14,95,30,3.2695652173913046
47,73,141,1.8005082592121981
65,91,280,3.4641805691854763
45,71,235,2.2864996945632257
26,136,72,1.693058568329718
50,71,196,2.0233236151603498
84,51,283,8.314121037463977
105,51,86,6.134228187919463
28,44,7,1.0636042402826855
47,53,106,1.6003811944091488
84,91,163,5.201729106628242
23,78,45,1.3909180651530109
27,26,79,2.109004739336493
65,87,12,1.0971540726202158
43,71,321,2.289167412712623
41,21,80,1.537821482602118
7,88,12,1.2981927710843373
68,17,49,1.3053003533568905
88,51,250,5.067150635208711
12,130,6,1.2528089887640448
33,108,2,1.0278637770897834
104,124,84,6.1875
7,71,19,1.4879518072289155
29,114,128,2.8405797101449277
31,83,4,1.0537848605577689
36,36,17,2.5319148936170213
51,114,215,2.2369942196531793
38,48,9,2.9459459459459465
112,136,7,1.6428571428571428
68,114,294,2.863604240282686
67,43,64,1.4900605012964563
33,36,49,2.3374613003095974
46,130,97,1.372735116479724
53,107,74,2.0461783439490446
3,144,1,1.0
26,88,60,1.5759219088937093
117,14,14,5.875
56,101,161,6.333333333333333
1,114,6,1.2356020942408377
81,71,3,1.1428571428571428
23,76,55,1.4797630799605133
14,124,54,5.147826086956522
21,36,16,1.2295918367346939
24,21,112,1.7620137299771166
2,13,113,5.710280373831775
51,91,263,2.514450867052023
50,11,241,2.259475218658892
53,73,42,1.5875796178343948
92,71,24,1.924107142857143
65,48,337,3.967615309126595
51,134,22,1.1213872832369942
90,11,61,2.0505836575875485
21,85,27,1.3979591836734695
89,14,438,10.0
45,55,219,2.1985339034819793
44,16,306,1.8795257930150593
90,14,515,10.0
23,95,322,3.851924975320829
22,130,8,1.0734265734265733
50,29,32,1.1626822157434402
8,91,119,3.5776699029126218
48,64,17,1.07007299270073
85,100,10,1.2219178082191782
88,55,46,1.73502722323049
45,110,55,1.296884544899206
69,136,110,1.835604770017036
88,95,167,3.7114337568058073
43,103,181,1.7251566696508505
35,14,143,10.0
62,76,29,1.4315068493150684
69,76,65,1.4906303236797274
11,11,23,1.8839285714285716
48,9,15,1.0613138686131387
67,86,148,2.1434745030250646
7,48,99,3.6566265060240966
69,95,434,4.319420783645656
45,111,50,1.2693952351863165
74,86,60,2.6645768025078373
86,51,240,5.866515837104073
48,68,9,1.0350364963503649
6,86,21,1.5247813411078717
30,17,25,1.3090128755364807
44,31,456,2.31207946171099
34,36,28,1.6825842696629212
28,86,85,1.8904593639575973
41,75,18,1.115733736762481
73,123,20,1.534375
67,57,40,1.303370786516854
1,84,72,4.345549738219895
31,16,44,1.7709163346613548
15,28,11,2.428571428571429
9,43,54,2.841698841698842
76,84,79,7.212389380530973
30,16,69,1.8755364806866952
48,71,217,1.945985401459854
23,21,76,1.6663376110562684
1,97,54,3.49738219895288
65,84,542,5.778213935230618
29,16,62,1.8840579710144927
4,138,45,1.7935871743486973
68,34,294,2.863604240282686
31,78,8,1.1254980079681276
74,124,144,5.0344827586206895
44,127,110,1.3143223325857099
83,103,18,1.511705685618729
44,46,17,1.0461390579942327
28,55,105,2.102473498233216
53,30,63,1.8885350318471337
35,101,39,3.408450704225352
29,142,4,1.0434782608695652
74,84,292,9.210031347962381
66,13,902,6.734794908062235
13,128,2,1.0978260869565217
35,136,18,2.0774647887323945
70,124,562,5.148726376335251
24,64,16,1.102974828375286
11,95,66,3.6116071428571432
44,55,569,2.637936558795258
91,124,148,8.828402366863905
69,51,197,2.5025553662691653
24,19,14,1.0892448512585813
64,17,30,1.1802486187845305
32,136,43,1.726923076923077
23,55,167,2.474827245804541
47,119,142,1.8062261753494282
72,107,54,1.738390092879257
64,76,91,1.5593922651933703
41,103,53,1.3540090771558244
86,31,74,2.486425339366516
50,101,581,4.043731778425656
45,85,110,1.5992669517409897
64,53,154,1.9509668508287292
87,31,46,1.892070484581498
86,84,290,6.884615384615385
73,28,17,1.4500000000000002
27,51,374,6.303317535545023
25,55,133,2.6454293628808863
30,30,49,1.6180257510729614
27,53,73,2.023696682464455
66,100,43,1.2673267326732673
68,106,47,1.2925795053003535
32,35,79,2.35
34,106,13,1.303370786516854
46,57,141,1.543572044866264
76,29,6,1.3982300884955752
26,97,188,2.8253796095444685
64,132,64,1.3915745856353592
68,86,169,2.0685512367491166
27,46,11,1.1421800947867298
68,76,141,1.8904593639575973
84,14,348,10.0
38,13,32,8.54054054054054
67,5,21,1.1555747623163353
51,82,128,1.7341040462427744
45,76,158,1.8631643249847283
85,75,6,1.1232876712328768
48,76,123,1.5343065693430658
85,95,158,4.8712328767123285
21,119,86,2.3010204081632653
64,43,238,2.473066298342541
74,13,248,7.968652037617555
45,88,86,1.4673182651191203
21,5,27,1.3979591836734695
64,26,99,1.6091160220994474
65,37,9,1.070657507360157
90,84,297,6.182879377431907
33,128,2,1.0278637770897834
26,55,192,2.8644251626898045
15,13,51,8.142857142857142
6,30,25,1.629737609329446
70,16,132,1.968775677896467
88,50,28,1.441016333938294
71,124,322,5.799003322259137
43,67,17,1.0644583706356312
53,57,29,1.4012738853503184
46,106,156,1.6018119068162209
85,53,28,1.665753424657534
46,17,84,1.3222605694564278
23,3,21,1.1776900296150048
18,36,18,10.0
32,108,5,1.0692307692307692
33,124,168,5.653250773993808
43,95,834,4.355863921217547
90,101,135,3.3463035019455254
4,127,16,1.2705410821643286
41,97,362,3.457639939485628
30,136,69,1.8755364806866952
65,134,20,1.167811579980373
50,16,178,1.9288629737609329
13,84,91,9.804347826086957
74,101,178,5.993730407523511
54,71,71,2.01123595505618
110,48,72,4.630681818181818
25,13,409,6.085872576177286
72,51,175,3.424148606811145
32,11,69,2.1769230769230767
111,28,7,1.9152542372881356
84,30,22,1.5446685878962536
44,28,178,1.5104133290611985
4,55,40,1.7034068136272547
22,132,13,1.1258741258741258
50,48,629,4.295626822157434
56,16,37,2.2
74,91,138,4.865203761755486
4,95,89,2.587174348697395
55,14,233,10.0
63,103,86,1.6954545454545455
22,21,47,1.4825174825174825
42,76,80,1.4502849905003166
74,28,21,1.5642633228840124
6,95,82,3.1253644314868807
54,113,420,7.052969502407704
61,31,227,4.808988764044943
33,28,29,1.780185758513932
32,17,25,1.4153846153846152
74,82,32,1.8746081504702194
83,14,300,10.0
49,40,149,1.8786279683377307
73,124,113,4.15
30,37,5,1.0515021459227467
89,35,60,2.2151029748283753
38,28,2,1.2432432432432434
110,101,82,5.142045454545455
85,43,41,1.9863013698630136
25,41,4,1.0373961218836565
2,100,8,1.294392523364486
43,36,98,1.390778871978514
47,55,159,1.903430749682338
64,113,234,2.4482044198895028
7,52,1,1.0
24,88,68,1.459954233409611
28,119,131,2.3780918727915195
48,132,125,1.5430656934306568
50,82,209,2.091545189504373
27,97,74,2.037914691943128
28,113,489,6.173144876325089
56,84,200,7.633333333333334
29,34,93,2.3333333333333335
18,113,2,1.5294117647058822
68,142,18,1.1081272084805653
26,100,22,1.204989154013015
1,53,13,1.5654450261780104
94,84,73,7.171428571428572
44,77,1,1.0
27,132,39,1.5402843601895735
71,71,30,1.4335548172757475
22,16,61,1.6293706293706294
27,113,386,6.4739336492890995
107,21,29,2.076923076923077
72,35,100,2.3792569659442724
7,21,28,1.7319277108433735
90,51,180,4.134241245136186
48,119,271,2.1824817518248176
52,114,262,3.183085501858736
11,51,102,5.058035714285714
6,48,137,4.568513119533527
76,14,114,10.0
4,19,1,1.0
107,48,67,3.5384615384615388
8,51,271,6.898058252427185
34,95,108,3.705056179775281
52,110,26,1.2091078066914498
41,76,82,1.5514372163388805
24,43,310,3.1212814645308926
66,78,66,1.4137199434229137
70,95,547,5.037797863599014
46,40,378,2.4637618636755825
33,97,50,2.3653250773993806
34,57,18,1.4297752808988764
52,16,153,2.2713754646840147
101,97,3,1.391304347826087
78,34,8,2.909090909090909
27,73,31,1.4265402843601895
84,82,17,1.414985590778098
54,48,134,2.9213483146067416
84,26,39,1.9855907780979827
48,85,127,1.551824817518248
30,101,260,4.334763948497854
34,13,244,7.143258426966292
23,5,140,2.234945705824284
29,26,46,1.6521739130434783
33,130,11,1.278637770897833
74,21,35,1.9592476489028212
51,57,44,1.2485549132947975
63,48,400,4.264545454545455
41,20,35,1.2314674735249622
93,14,117,10.0
4,85,9,1.1442885771543085
10,50,18,1.426183844011142
4,111,15,1.25250501002004
52,78,36,1.2927509293680297
66,16,166,2.05021216407355
53,50,38,1.5302547770700636
57,84,54,6.888888888888889
35,35,28,2.7112676056338025
35,17,14,1.823943661971831
35,20,14,1.823943661971831
44,34,249,1.7151553989106056
69,88,50,1.3756388415672913
70,11,164,2.205423171733772
29,86,57,1.8115942028985508
43,114,156,1.6244404655326767
77,84,46,8.641509433962264
68,69,15,1.0890459363957596
9,84,120,5.135135135135135
105,123,5,1.2416107382550337
21,84,376,6.739795918367347
75,36,16,2.205357142857143
74,17,14,1.3667711598746082
63,107,42,1.3354545454545454
26,113,442,5.304772234273319
36,127,4,1.2872340425531914
65,82,97,1.8478900883218843
41,100,49,1.3267776096822996
42,114,61,1.3419886003799872
45,34,243,2.3304825901038484
82,51,143,10.0
63,123,41,1.3272727272727274
77,14,54,10.0
84,84,246,7.354466858789626
66,108,2,1.0063649222065063
71,101,164,3.4368770764119603
55,34,66,3.521551724137931
25,113,346,5.300554016620499
64,50,70,1.4288674033149171
43,76,170,1.680841539838854
46,21,207,1.799827437446074
6,84,111,3.8862973760932946
32,73,25,1.4153846153846152
68,73,108,1.680565371024735
47,16,144,1.817662007623888
51,13,321,2.8497109826589595
74,103,33,1.90282131661442
47,114,368,3.0984752223634056
66,53,79,1.4964639321074964
53,34,194,3.765923566878981
27,101,182,3.5734597156398102
49,101,370,3.190633245382586
34,101,158,4.969101123595506
30,91,208,3.665236051502146
73,95,90,3.503125
3,51,286,9.247588424437298
42,119,237,2.345155161494617
5,101,75,3.2199999999999998
69,53,18,1.1303236797274276
22,123,25,1.2517482517482517
7,28,25,1.6506024096385543
91,113,147,8.775147928994082
10,43,61,2.5041782729805013
66,111,47,1.2927864214992928
35,18,3,1.1267605633802817
46,114,419,2.622950819672131
108,97,18,1.6023622047244093
52,30,93,1.7695167286245352
26,53,182,2.766811279826464
53,101,248,4.539808917197452
26,28,71,1.6832971800433838
67,76,76,1.5834053586862575
26,36,65,1.6247288503253796
32,113,305,6.2615384615384615
116,51,12,5.125
70,119,108,1.7912900575184882
68,85,89,1.5597173144876324
13,13,80,8.728260869565217
62,53,35,1.523972602739726
47,87,10,1.05146124523507
74,55,29,1.7899686520376177
77,50,7,2.018867924528302
86,48,199,5.031674208144796
66,21,127,1.8019801980198018
72,28,36,1.4876160990712073
10,91,81,3.0055710306406684
94,124,71,7.0
24,35,125,1.8512585812356979
51,71,69,1.393063583815029
88,124,421,7.860254083484573
73,51,77,3.1375
33,84,251,7.96594427244582
68,21,129,1.8141342756183745
73,101,153,5.275
45,132,115,1.626756261453879
84,123,39,1.9855907780979827
47,78,76,1.428843710292249
30,13,409,6.253218884120171
33,48,76,3.0897832817337463
27,48,295,5.180094786729857
62,71,61,1.9246575342465753
96,16,4,1.9310344827586208
69,89,42,1.3143100511073254
53,51,148,3.106687898089172
21,136,30,1.4438775510204083
28,16,78,1.8162544169611308
44,114,254,1.7295738545338033
41,88,50,1.333585476550681
43,9,39,1.153088630259624
64,92,3,1.0124309392265194
44,5,151,1.4325536686959308
29,19,17,1.2318840579710146
61,124,103,2.7191011235955056
5,13,183,6.46
61,95,41,1.6741573033707864
23,123,56,1.4886475814412634
69,40,105,1.7972742759795572
51,132,46,1.260115606936416
31,19,18,1.304780876494024
57,95,21,3.222222222222222
47,111,42,1.2344345616264296
4,31,48,1.847695390781563
46,107,132,1.5086281276962898
102,13,42,5.730769230769232
71,13,192,3.855481727574751
43,57,94,1.3746642793196062
45,41,10,1.049480757483201
72,123,25,1.3343653250773992
47,36,140,1.7947903430749683
52,134,89,1.7360594795539033
50,134,80,1.4145772594752186
65,16,109,1.9538763493621198
96,86,3,1.620689655172414
28,5,33,1.3392226148409896
45,29,18,1.0934636530238242
25,85,29,1.3490304709141274
57,136,8,1.7777777777777777
53,95,178,3.536624203821656
108,124,112,4.933070866141732
25,11,128,2.5831024930747923
31,36,47,1.8247011952191237
88,91,201,4.266787658802178
52,123,44,1.3596654275092936
111,113,29,5.271186440677967
46,100,48,1.1824849007765315
85,86,35,1.8383561643835615
111,14,59,9.847457627118644
105,101,56,4.322147651006711
61,106,8,1.1179775280898876
71,142,11,1.149501661129568
70,20,89,1.6507806080525884
48,75,58,1.2496350364963504
21,71,47,1.7040816326530612
71,34,103,2.524916943521595
67,34,170,2.3146067415730336
16,91,15,4.230769230769231
28,103,45,1.4664310954063606
52,20,115,1.953531598513011
27,84,369,6.232227488151658
84,119,44,2.1152737752161386
7,95,101,3.710843373493976
21,113,70,2.056122448979592
53,76,61,1.8598726114649682
41,90,5,1.027231467473525
45,11,392,3.1496640195479535
87,14,455,10.0
102,101,30,4.346153846153847
71,55,43,1.627906976744186
70,48,477,4.520131470829909
36,35,17,2.5319148936170213
39,13,8,8.0
84,111,9,1.207492795389049
50,95,686,4.594752186588922
26,132,65,1.6247288503253796
28,40,85,1.8904593639575973
43,127,56,1.221575649059982
110,84,115,6.829545454545455
63,9,7,1.049090909090909
67,51,275,3.131374243733794
62,123,18,1.2619863013698631
24,130,42,1.2814645308924484
67,124,668,6.188418323249784
49,11,227,2.341688654353562
20,14,6,10.0
14,31,17,2.252173913043478
32,95,156,3.682692307692308
45,40,258,2.412950519242517
42,130,14,1.0740975300823306
22,88,16,1.1573426573426573
7,84,164,5.418674698795181
96,36,5,2.2413793103448274
42,5,41,1.227992400253325
22,57,27,1.2727272727272727
49,57,32,1.1840369393139842
54,50,56,1.7945425361155698
69,73,96,1.7282793867120954
82,84,80,6.007042253521127
96,35,10,3.793103448275862
105,43,12,1.6644295302013423
42,110,16,1.0854971500949968
54,114,118,2.6902086677367576
89,11,83,2.688787185354691
89,13,165,4.377574370709382
46,82,280,2.0832614322691976
83,26,12,1.3311036789297659
54,34,140,3.0080256821829856
104,51,145,10.0
104,119,16,1.9375
68,71,124,1.782332155477032
24,86,102,1.6933638443935926
31,86,61,2.0756972111553784
83,53,26,1.7525083612040135
66,107,81,1.509193776520509
84,43,63,2.60806916426513
4,8,40,1.7034068136272547
52,43,89,1.7360594795539033
27,35,88,2.2369668246445498
43,110,72,1.2860340196956133
11,107,15,1.5625
44,53,365,2.049663569368792
26,106,76,1.732104121475054
6,113,76,2.9679300291545188
47,70,37,1.2058449809402796
12,84,74,4.691011235955056
24,53,253,2.7299771167048053
25,76,50,1.610803324099723
106,91,50,3.45
30,76,45,1.5665236051502145
2,91,65,3.691588785046729
8,36,17,1.3495145631067962
3,132,9,1.2315112540192925
66,35,136,1.8592644978783592
63,97,142,2.153636363636364
3,21,28,1.7813504823151125
70,30,62,1.4511092851273624
71,75,7,1.089700996677741
53,89,57,1.8025477707006368
67,88,68,1.5211754537597235
68,113,1062,7.748409893992934
27,16,58,1.81042654028436
83,55,53,2.5652173913043477
8,119,59,2.266990291262136
25,136,82,2.009695290858726
3,28,28,1.7813504823151125
75,84,96,8.633928571428573
41,113,123,1.8305597579425115
8,48,166,4.604368932038835
30,108,13,1.1545064377682404
66,34,140,1.8847241867043847
43,59,172,1.688898836168308
55,84,153,6.8965517241379315
29,13,235,4.391304347826087
34,48,98,3.452247191011236
49,127,44,1.2552770448548813
4,51,500,10.0
89,84,320,7.5697940503432495
31,85,33,1.5737051792828685
62,100,20,1.2928082191780823
83,17,13,1.3612040133779264
46,103,256,1.9900776531492665
24,83,20,1.1304347826086958
35,51,57,4.549295774647887
71,114,153,3.272425249169435
64,123,67,1.410220994475138
11,34,18,1.6830357142857144
82,48,102,7.401408450704225
46,111,96,1.3688524590163933
33,76,20,1.5294117647058822
81,29,7,1.4285714285714286
8,5,21,1.4368932038834952
84,76,49,2.244956772334294
83,95,95,3.8294314381270906
90,50,23,1.3852140077821011
4,97,72,2.280561122244489
12,101,70,4.48876404494382
43,86,161,1.6445837063563116
70,14,1218,10.0
74,26,26,1.7053291536050157
53,35,174,3.479299363057325
50,40,189,1.9865889212827987
3,71,45,2.273311897106109
29,113,425,7.144927536231884
81,59,1,1.0
111,107,1,1.0
47,46,6,1.02858958068615
78,84,26,7.8181818181818175
35,84,83,6.197183098591549
56,113,185,7.133333333333334
48,89,78,1.3372262773722627
45,36,131,1.7147220525351252
107,100,9,1.3076923076923077
68,28,72,1.451590106007067
29,43,49,1.6956521739130435
67,83,14,1.101123595505618
42,99,14,1.0740975300823306
43,44,9,1.0322291853178156
110,75,7,1.3068181818181819
50,132,96,1.498542274052478
22,95,60,1.6188811188811187
31,95,207,4.693227091633466
101,88,1,1.0
53,28,48,1.6735668789808917
104,40,25,2.5
51,35,144,1.8265895953757223
68,51,487,4.091166077738516
96,84,14,5.03448275862069
23,119,137,2.2082922013820334
34,114,37,1.9101123595505618
28,115,2,1.010600706713781
7,113,101,3.710843373493976
75,16,17,2.2857142857142856
48,136,188,1.818978102189781
65,78,44,1.3797841020608441
44,130,86,1.2451137455943608
54,103,63,1.8956661316211878
106,14,181,10.0
69,11,141,2.073253833049404
6,59,16,1.3935860058309038
52,119,79,1.6524163568773234
113,51,19,5.153846153846154
13,51,67,7.4565217391304355
25,86,86,2.059556786703601
44,35,259,1.743992310157001
46,123,104,1.399913718723037
29,107,56,1.7971014492753623
112,95,32,4.321428571428571
108,103,20,1.6732283464566928
71,85,67,1.9867109634551494
25,97,94,2.159279778393352
49,123,33,1.1899736147757256
8,138,12,1.2402912621359223
62,124,161,3.465753424657534
90,13,284,5.955252918287938
46,26,234,1.9046591889559965
112,84,70,8.392857142857142
90,95,135,3.3463035019455254
45,65,29,1.153940134392181
15,14,64,10.0
54,78,18,1.245585874799358
51,89,33,1.1849710982658959
75,100,6,1.4017857142857144
66,119,159,2.005657708628006
5,8,20,1.5699999999999998
42,73,16,1.0854971500949968
